
instance time incumbent bks
tai50b 1.77 464381440.0 458821517 0.0121
tai60a 1.72 7447836.0 7205962 0.0336
tai60b 1.71 633995008.0 608215054 0.0424
tai64c 1.73 1855928.0 1855928 0.0000
tai729e01 254.83 519490.0 1.0 519489.0000
tai729e02 239.33 506694.0 1.0 506693.0000
tai729e03 239.26 465434.0 1.0 465433.0000
tai729e04 239.35 485022.0 1.0 485021.0000
tai729e05 239.07 493754.0 1.0 493753.0000
tai80a 6.07 13945250.0 13499184 0.0330
tai80b 6.07 846970304.0 818415043 0.0349
tho150 8.14 8274170.0 8133398 0.0173
tho30 1.75 151278.0 149936 0.0090
tho40 1.69 244076.0 240516 0.0148
wil100 5.85 274854.0 273038 0.0067
wil50 1.75 49186.0 48816 0.0076
ci100 10.67 539107776.0 1.0 539107775.0000
ci100 10.40 538579968.0 1.0 538579967.0000
ci100 10.71 539550848.0 1.0 539550847.0000
ci100 10.66 539550848.0 1.0 539550847.0000
ci100 9.09 543575389.0 1.0 543575388.0000
ci100 12.13 543575389.0 1.0 543575388.0000
ci100 10.76 538726976.0 1.0 538726975.0000
ci100 17.04 536994688.0 1.0 536994687.0000
ci100 23.73 535172000.0 1.0 535171999.0000
nug12 2.41 616.0000801086426 578 0.0657
nug12 2.42 30800.0 578 52.2872
nug12 2.39 616.0 578 0.0657
nug12 2.49 578.0 578 0.0000
nug12 2.40 578.0 578 0.0000
nug12 2.41 578.0 578 0.0000
tai125e02 125.22 44422.0 1.0 44421.0000
nug12 6.83 578.0 578 0.0000
nug30 8.39 6138.0 6124 0.0023
nug30 2.88 6164.0 6124 0.0065
nug30 2.92 6138.0 6124 0.0023
nug30 3.18 6138.0 6124 0.0023
nug30 3.17 6136.0 6124 0.0020
nug30 3.20 6136.0 6124 0.0020
nug30 24.82 6148.0 6124 0.0039
nug30 24.79 6138.0 6124 0.0023
==========Running script at 2025-12-23 20:44:25, seed 42, iters 2000, batch_size 2000, optimizer rmsprop==========
==========Running script at 2025-12-23 20:45:15, seed 42, iters 2000, batch_size 2000, optimizer rmsprop==========
==========Running script at 2025-12-23 20:46:40, seed 42, iters 2000, batch_size 2000, optimizer rmsprop==========
==========Running script at 2025-12-23 20:49:58, seed 42, iters 2000, batch_size 2000, optimizer rmsprop==========
==========Running script at 2025-12-23 20:51:45, seed 42, iters 2000, batch_size 2000, optimizer rmsprop==========
bl100 255.34 8678.0 1.0 8677.0000
==========Running script at 2025-12-23 20:59:29, seed 42, iters 1000, batch_size 1000, optimizer rmsprop==========
bl100 66.93 8678.0 1.0 8677.0000
bl121 93.98 10886.0 1.0 10885.0000
bl144 169.91 13184.0 1.0 13183.0000
ci100 66.95 536729038.0 1.0 536729037.0000
ci121 94.02 676264405.0 1.0 676264404.0000
ci144 158.78 831913785.0 1.0 831913784.0000
els19 12.91 18138764.0 17212548 0.0538
lipa60a 27.68 108484.0 107218 0.0118
==========Running script at 2025-12-23 21:11:34, seed 42, iters 1000, batch_size 1000, optimizer rmsprop==========
bl100 66.48 8716.0 1.0 8715.0000
==========Running script at 2025-12-23 21:13:23, seed 42, iters 1000, batch_size 1000, optimizer rmsprop==========
bl100 83.53 8644.0 1.0 8643.0000
bl121 122.82 10916.0 1.0 10915.0000
bl144 189.57 13172.0 1.0 13171.0000
ci100 77.76 536118402.0 1.0 536118401.0000
ci121 108.14 676139725.0 1.0 676139724.0000
ci144 181.95 830464117.0 1.0 830464116.0000
els19 12.03 18050148.0 17212548 0.0487
lipa60a 30.10 108533.0 107218 0.0123
lipa70a 52.08 171523.0 169755 0.0104
lipa80a 63.45 255574.0 253195 0.0094
lipa90a 76.62 363770.0 360630 0.0087
sko72 56.48 66564.0 66256 0.0046
sko81 69.76 91522.0 90998 0.0058
sko90 58.96 116284.0 115534 0.0065
sko100a 77.75 152866.0 152002 0.0057
sko100b 77.74 154628.0 153890 0.0048
sko100c 77.98 148600.0 147862 0.0050
sko100d 77.95 150558.0 149576 0.0066
sko100e 77.96 150140.0 149150 0.0066
sko100f 77.94 150102.0 149036 0.0072
tai100a 77.93 21553464.0 21052466 0.0238
tai100b 77.93 1206710633.0 1185996137 0.0175
tai150b 207.99 507677563.0 498896643 0.0176
tho150 187.81 8213776.0 8133398 0.0099
wil100 77.96 273828.0 273038 0.0029
lipa60a 20.12 108484.0 107218 0.0118
lipa60a 20.15 108337.0 107218 0.0104
lipa60a 20.15 108522.0 107218 0.0122
lipa60a 20.15 108331.0 107218 0.0104
ci100 66.95 538175187.0 1.0 538175186.0000
ci100 66.96 538249760.0 1.0 538249759.0000
ci100 66.94 536729038.0 1.0 536729037.0000
==========Running script at 2025-12-23 22:25:42, seed 42, iters 1000, batch_size 1000, optimizer rmsprop==========
bl100 66.97 8678.0 1.0 8677.0000
bl121 93.94 10886.0 1.0 10885.0000
bl144 159.16 13184.0 1.0 13183.0000
ci100 67.12 536729038.0 1.0 536729037.0000
ci121 94.03 676264405.0 1.0 676264404.0000
==========Running script at 2025-12-23 22:36:08, seed 42, iters 1000, batch_size 1000, optimizer rmsprop==========
bl100 67.09 8678.0 1.0 8677.0000
bl121 93.99 10886.0 1.0 10885.0000
bl144 159.15 13184.0 1.0 13183.0000
nug30 22.53 6820.0 6124 0.1137
nug30 18.16 6585.999999999999 6124 0.0754
nug30 18.17 6656.0 6124 0.0869
nug30 18.16 6128.0 6124 0.0007
nug30 18.14 6146.0 6124 0.0036
nug30 18.16 6138.0 6124 0.0023
ci100 24.70 535466604.0 1.0 535466603.0000
ci100 21.51 537922504.0 1.0 537922503.0000
ci100 11.24 539704661.0 1.0 539704660.0000
ci100 11.24 539976502.0 1.0 539976501.0000
ci100 11.28 539704661.0 1.0 539704660.0000
ci100 5.88 538783104.0 1.0 538783103.0000
ci100 10.47 537829632.0 1.0 537829631.0000
ci100 10.49 539107776.0 1.0 539107775.0000
ci100 10.45 538769152.0 1.0 538769151.0000
ci100 23.47 538305792.0 1.0 538305791.0000
ci100 10.50 538769152.0 1.0 538769151.0000
ci100 10.47 538769152.0 1.0 538769151.0000
ci100 10.48 538769152.0 1.0 538769151.0000
ci121 15.65 676911488.0 1.0 676911487.0000
ci121 15.37 676911488.0 1.0 676911487.0000
ci121 15.63 680796672.0 1.0 680796671.0000
ci121 15.40 676911488.0 1.0 676911487.0000
ci121 15.60 679976896.0 1.0 679976895.0000
ci121 15.38 680796672.0 1.0 680796671.0000
ci121 73.04 684248319.0 1.0 684248318.0000
ci100 21.13 536316608.0 1.0 536316607.0000
ci100 11.57 536316608.0 1.0 536316607.0000
ci100 11.78 536316608.0 1.0 536316607.0000
ci121 28.92 677734208.0 1.0 677734207.0000
bl100 11.54 8690.0 1.0 8689.0000
==========Running script at 2025-12-23 23:09:00, seed 42, iters 1000, batch_size 1000, optimizer rmsprop==========
bl100 11.78 8704.0 1.0 8703.0000
bl121 18.29 10922.0 1.0 10921.0000
bl144 39.49 13120.0 1.0 13119.0000
ci100 11.56 536316608.0 1.0 536316607.0000
ci121 18.70 677734208.0 1.0 677734207.0000
==========Running script at 2025-12-23 23:10:57, seed 42, iters 1000, batch_size 1000, optimizer rmsprop==========
bl100 12.81 8706.0 1.0 8705.0000
bl121 27.22 10884.0 1.0 10883.0000
==========Running script at 2025-12-23 23:12:07, seed 42, iters 1000, batch_size 1000, optimizer rmsprop==========
bl100 12.55 8896.0 1.0 8895.0000
bl121 20.45 11308.0 1.0 11307.0000
bl144 35.37 13572.0 1.0 13571.0000
ci100 12.83 534428320.0 1.0 534428319.0000
ci121 20.67 675345600.0 1.0 675345599.0000
==========Running script at 2025-12-23 23:14:13, seed 42, iters 1000, batch_size 1000, optimizer rmsprop==========
bl100 12.60 8674.0 1.0 8673.0000
bl121 20.51 10946.0 1.0 10945.0000
bl144 36.06 13052.0 1.0 13051.0000
ci100 12.79 534428320.0 1.0 534428319.0000
==========Running script at 2025-12-23 23:18:57, seed 42, iters 1000, batch_size 1000, optimizer rmsprop==========
bl100 12.55 8674.0 1.0 8673.0000
bl121 20.42 10946.0 1.0 10945.0000
bl144 35.42 13052.0 1.0 13051.0000
ci100 12.83 534428320.0 1.0 534428319.0000
ci121 20.62 675345600.0 1.0 675345599.0000
ci144 35.38 832483200.0 1.0 832483199.0000
els19 8.92 18018204.0 17212548 0.0468
lipa60a 9.58 108555.0 107218 0.0125
lipa70a 17.93 171547.0 169755 0.0106
lipa80a 17.69 255624.0 253195 0.0096
lipa90a 21.92 363791.0 360630 0.0088
sko72 16.25 66542.0 66256 0.0043
sko81 22.28 91460.0 90998 0.0051
sko90 11.75 116208.0 115534 0.0058
sko100a 12.56 152874.0 152002 0.0057
sko100b 12.80 154622.0 153890 0.0048
sko100c 12.56 148556.0 147862 0.0047
sko100d 12.78 150338.0 149576 0.0051
sko100e 12.56 150210.0 149150 0.0071
sko100f 12.80 149878.0 149036 0.0056
tai100a 12.59 21497424.0 21052466 0.0211
tai100b 12.80 1209957120.0 1185996137 0.0202
tai125e01 33.18 38872.0 1.0 38871.0000
tai125e02 21.76 39884.0 1.0 39883.0000
tai125e03 22.19 34762.0 1.0 34761.0000
tai125e04 21.78 37294.0 1.0 37293.0000
tai125e05 21.97 45306.0 1.0 45305.0000
tai150b 53.91 508481856.0 498896643 0.0192
tai343e01 323.60 161178.0 1.0 161177.0000
tai343e02 310.10 167218.0 1.0 167217.0000
tai343e03 310.07 153684.0 1.0 153683.0000
tai343e04 310.15 181492.0 1.0 181491.0000
tai343e05 310.10 156636.0 1.0 156635.0000
tho150 41.87 8213794.0 8133398 0.0099
wil100 12.58 273842.0 273038 0.0029
==========Running script at 2025-12-23 23:58:08, seed 42, iters 1000, batch_size 500, optimizer rmsprop==========
==========Running script at 2025-12-24 00:05:03, seed 42, iters 1000, batch_size 500, optimizer rmsprop==========
tai729e01 1161.24 499292.0 1.0 499291.0000
==========Running script at 2025-12-24 00:25:36, seed 42, iters 2000, batch_size 500, optimizer rmsprop==========
tai729e01 2331.80 486284.0 1.0 486283.0000
tai729e02 2328.35 479292.0 1.0 479291.0000
tai729e03 2341.80 447008.0 1.0 447007.0000
tai729e04 2323.20 447624.0 1.0 447623.0000
tai729e05 2331.57 480486.0 1.0 480485.0000
==========Running script at 2025-12-24 10:28:03, seed 42, iters 2000, batch_size 2, optimizer rmsprop==========
==========Running script at 2025-12-24 10:29:54, seed 42, iters 2000, batch_size 2, optimizer rmsprop==========
==========Running script at 2025-12-24 10:30:18, seed 42, iters 2000, batch_size 2, optimizer rmsprop==========
==========Running script at 2025-12-24 10:30:55, seed 42, iters 2000, batch_size 2, optimizer rmsprop==========
==========Running script at 2025-12-24 10:37:18, seed 42, iters 2000, batch_size 2, optimizer rmsprop==========
tai729e01 67.99 531016.0 1.0 531015.0000
==========Running script at 2025-12-24 10:38:56, seed 42, iters 2000, batch_size 2, optimizer rmsprop==========
==========Running script at 2025-12-24 10:39:53, seed 42, iters 2000, batch_size 2, optimizer rmsprop==========
==========Running script at 2025-12-24 10:40:01, seed 42, iters 2000, batch_size 2, optimizer rmsprop==========
==========Running script at 2025-12-24 10:40:50, seed 42, iters 2000, batch_size 2, optimizer rmsprop==========
tai729e01 82.91 474764.0 1.0 474763.0000
==========Running script at 2025-12-24 10:42:56, seed 42, iters 4000, batch_size 500, optimizer rmsprop==========
tai729e01 4666.25 462304.0 1.0 462303.0000
==========Running script at 2025-12-24 12:56:52, seed 42, iters 2000, batch_size 500, optimizer rmsprop==========
29 3.33 138.0 -406.0 -1.3399
29 9.51 170.0 -406.0 -1.4187
29 3.20 -296.0 -406.0 -0.2709
29 3.25 -342.0 -406.0 -0.1576
29 3.21 -342.0 -406.0 -0.1576
29 6.09 -406.0 -406.0 -0.0000
81 50.40 -3240.0 -3240.0 -0.0000
==========Running script at 2025-12-24 14:05:38, GI, seed 42, iters 2000, batch_size 500, optimizer rmsprop==========
==========Running script at 2025-12-24 14:05:45, GI, seed 42, iters 2000, batch_size 500, optimizer rmsprop==========
==========Running script at 2025-12-24 14:05:53, GI, seed 42, iters 2000, batch_size 500, optimizer rmsprop==========
==========Running script at 2025-12-24 14:06:08, GI, seed 42, iters 2000, batch_size 500, optimizer rmsprop==========
==========Running script at 2025-12-24 14:06:18, GI, seed 42, iters 2000, batch_size 500, optimizer rmsprop==========
latin-2 27.52 -12.0 -12.0 -0.0000
latin-3 14.16 -54.0 -54.0 -0.0000
latin-4 11.05 -144.0 -144.0 -0.0000
latin-5 11.75 -300.0 -300.0 -0.0000
latin-6 11.42 -540.0 -540.0 -0.0000
latin-7 12.22 -882.0 -882.0 -0.0000
latin-8 11.85 -1344.0 -1344.0 -0.0000
latin-9 60.06 -1944.0 -1944.0 -0.0000
latin-10 23.92 -2700.0 -2700.0 -0.0000
latin-11 31.39 -3630.0 -3630.0 -0.0000
latin-12 71.51 -4752.0 -4752.0 -0.0000
latin-13 119.04 -6084.0 -6084.0 -0.0000
latin-14 363.70 -7644.0 -7644.0 -0.0000
latin-15 305.86 -8794.0 -9450.0 -0.0694
latin-16 182.38 -8250.0 -11520.0 -0.2839
latin-17 491.96 -10186.0 -13872.0 -0.2657
==========Running script at 2025-12-24 15:04:24, GI, seed 42, iters 10000, batch_size 500, optimizer rmsprop==========
paley-5 55.92 -10.0 -10.0 -0.0000
paley-9 2.34 -36.0 -36.0 -0.0000
paley-13 10.96 -78.0 -78.0 -0.0000
paley-17 9.37 -136.0 -136.0 -0.0000
paley-25 2.32 -300.0 -300.0 -0.0000
paley-29 2.33 -406.0 -406.0 -0.0000
paley-37 9.91 -666.0 -666.0 -0.0000
paley-41 9.97 -820.0 -820.0 -0.0000
paley-49 2.39 -1176.0 -1176.0 -0.0000
paley-53 10.17 -1378.0 -1378.0 -0.0000
paley-61 10.43 -1830.0 -1830.0 -0.0000
paley-73 20.06 -2628.0 -2628.0 -0.0000
paley-81 9.01 -3240.0 -3240.0 -0.0000
paley-89 23.90 -3916.0 -3916.0 -0.0000
paley-97 33.50 -4656.0 -4656.0 -0.0000
paley-101 53.75 -5050.0 -5050.0 -0.0000
paley-109 28.92 -5886.0 -5886.0 -0.0000
paley-113 27.70 -6328.0 -6328.0 -0.0000
paley-121 16.07 -7260.0 -7260.0 -0.0000
paley-125 27.35 -7750.0 -7750.0 -0.0000
paley-137 40.78 -9316.0 -9316.0 -0.0000
paley-149 37.23 -11026.0 -11026.0 -0.0000
paley-157 42.72 -12246.0 -12246.0 -0.0000
paley-169 48.29 -14196.0 -14196.0 -0.0000
paley-173 57.51 -14878.0 -14878.0 -0.0000
paley-181 96.11 -16290.0 -16290.0 -0.0000
paley-193 113.81 -18528.0 -18528.0 -0.0000
paley-197 122.81 -12144.0 -19306.0 -0.3710
paley-229 194.00 -26106.0 -26106.0 -0.0000
paley-233 239.85 -16738.0 -27028.0 -0.3807
paley-241 191.12 -17846.0 -28920.0 -0.3829
paley-257 289.46 -20204.0 -32896.0 -0.3858
paley-269 373.87 -22044.0 -36046.0 -0.3884
paley-277 516.96 -37674.0 -38226.0 -0.0144
==========Running script at 2025-12-24 16:08:43, GI, seed 42, iters 10000, batch_size 500, optimizer rmsprop==========
==========Running script at 2025-12-24 16:09:09, GI, seed 42, iters 10000, batch_size 500, optimizer rmsprop==========
latin-5 20.14 -300.0 -300.0 -0.0000
latin-6 21.16 -540.0 -540.0 -0.0000
==========Running script at 2025-12-24 16:10:34, GI, seed 42, iters 10000, batch_size 500, optimizer rmsprop==========
==========Running script at 2025-12-24 16:12:08, GI, seed 42, iters 10000, batch_size 500, optimizer rmsprop==========
==========Running script at 2025-12-24 16:19:20, GI, seed 42, iters 10000, batch_size 100, optimizer rmsprop==========
==========Running script at 2025-12-24 16:25:03, GI, seed 42, iters 10000, batch_size 100, optimizer rmsprop==========
==========Running script at 2025-12-24 16:27:06, GI, seed 42, iters 10000, batch_size 100, optimizer rmsprop==========
==========Running script at 2025-12-24 16:27:25, GI, seed 42, iters 10000, batch_size 100, optimizer rmsprop==========
==========Running script at 2025-12-24 16:30:02, GI, seed 42, iters 10000, batch_size 100, optimizer rmsprop==========
==========Running script at 2025-12-24 16:31:18, GI, seed 42, iters 10000, batch_size 10, optimizer rmsprop==========
==========Running script at 2025-12-24 16:32:40, GI, seed 42, iters 10000, batch_size 10, optimizer rmsprop==========
latin-17 81.35 -7432.0 -13872.0 -0.4642
==========Running script at 2025-12-24 16:35:03, GI, seed 42, iters 10000, batch_size 10, optimizer rmsprop==========
==========Running script at 2025-12-24 16:37:07, GI, seed 42, iters 10000, batch_size 10, optimizer rmsprop==========
latin-17 32.36 -7214.0 -13872.0 -0.4800
==========Running script at 2025-12-24 16:37:59, GI, seed 42, iters 10000, batch_size 10, optimizer rmsprop==========
latin-17 38.37 -9600.0 -13872.0 -0.3080
==========Running script at 2025-12-24 16:40:39, GI, seed 42, iters 10000, batch_size 10, optimizer rmsprop==========
==========Running script at 2025-12-24 16:43:29, GI, seed 42, iters 1000000, batch_size 10, optimizer rmsprop==========
==========Running script at 2025-12-24 16:47:49, GI, seed 42, iters 1000000, batch_size 10, optimizer rmsprop==========
==========Running script at 2025-12-24 16:48:36, GI, seed 42, iters 1000000, batch_size 10, optimizer rmsprop==========
==========Running script at 2025-12-24 16:49:50, GI, seed 42, iters 1000000, batch_size 10, optimizer rmsprop==========
==========Running script at 2025-12-24 16:50:07, GI, seed 42, iters 1000000, batch_size 10, optimizer rmsprop==========
==========Running script at 2025-12-24 16:50:45, GI, seed 42, iters 1000000, batch_size 10, optimizer rmsprop==========
==========Running script at 2025-12-24 16:51:28, GI, seed 42, iters 1000000, batch_size 10, optimizer rmsprop==========
==========Running script at 2025-12-24 16:54:05, GI, seed 42, iters 1000000, batch_size 10, optimizer rmsprop==========
lipa90a 41.75 -371178.0 360630 -2.0292
lipa90a 36.38 363945.0 360630 0.0092
lipa90a 23.22 363736.0 360630 0.0086
lipa90a 28.49 366030.0 360630 0.0150
lipa90a 65.88 365979.0 360630 0.0148
==========Running script at 2025-12-25 09:35:44, GI, seed 42, iters 1000000, batch_size 10, optimizer rmsprop==========
==========Running script at 2025-12-25 09:35:59, GI, seed 42, iters 1000000, batch_size 10, optimizer rmsprop==========
==========Running script at 2025-12-25 09:41:44, GI, seed 42, iters 1000000, batch_size 10, optimizer rmsprop==========
lipa90a 28.06 366299.0 360630 0.0157
lipa90a 28.22 366299.0 360630 0.0157
els19 1.97 25935072.0 17212548 0.5068
nug30 1.32 -1631.5777587890625 6124 -1.2664
nug30 1.33 6230.0 6124 0.0173
nug30 5.98 6230.0 6124 0.0173
nug30 8.50 6138.0 6124 0.0023
nug30 9.63 6138.0 6124 0.0023
nug30 9.69 6138.0 6124 0.0023
nug30 9.57 6768.0 6124 0.1052
nug30 2.72 6620.0 6124 0.0810
nug30 5.22 6230.0 6124 0.0173
nug30 5.20 6204.0 6124 0.0131
nug30 5.33 6196.0 6124 0.0118
nug30 5.24 6222.0 6124 0.0160
nug30 5.22 6196.0 6124 0.0118
nug30 5.24 6196.0 6124 0.0118
nug30 10.65 6164.0 6124 0.0065
els19 8.57 18729096.0 17212548 0.0881
els19 8.55 41112104.0 17212548 1.3885
els19 8.56 50739116.0 17212548 1.9478
els19 8.56 18729096.0 17212548 0.0881
els19 8.56 18580856.0 17212548 0.0795
els19 8.56 17584384.0 17212548 0.0216
els19 8.56 17372394.0 17212548 0.0093
els19 7.37 17896240.0 17212548 0.0397
els19 8.56 17896240.0 17212548 0.0397
els19 15.15 17372394.0 17212548 0.0093
nug30 24.21 6504.0 6124 0.0621
nug30 24.21 6160.0 6124 0.0059
nug30 24.21 6164.0 6124 0.0065
nug30 6.57 6222.0 6124 0.0160
nug30 6.58 6218.0 6124 0.0153
nug30 20.93 6184.0 6124 0.0098
els19 20.90 18274168.0 17212548 0.0617
els19 21.01 17423172.0 17212548 0.0122
els19 21.42 17423172.0 17212548 0.0122
els19 38.54 17218970.0 17212548 0.0004
els19 73.77 17212548.0 17212548 0.0000
els19 60.07 17241628.0 17212548 0.0017
nug30 73.42 6296.0 6124 0.0281
nug30 73.01 6152.0 6124 0.0046
nug30 63.05 6128.0 6124 0.0007
nug30 63.31 6128.0 6124 0.0007
nug30 62.85 6144.0 6124 0.0033
==========Running script at 2025-12-25 21:22:39, seed 42, iters 2000, batch_size 500, optimizer rmsprop==========
==========Running script at 2025-12-25 21:23:45, seed 42, iters 2000, batch_size 10, optimizer rmsprop==========
tai729e03 76.13 790830.0 1.0 790829.0000
==========Running script at 2025-12-25 21:25:40, seed 42, iters 2000, batch_size 10, optimizer rmsprop==========
==========Running script at 2025-12-25 21:26:11, seed 42, iters 2000, batch_size 10, optimizer rmsprop==========
==========Running script at 2025-12-25 21:26:50, seed 42, iters 2000, batch_size 100, optimizer rmsprop==========
==========Running script at 2025-12-25 21:28:42, seed 42, iters 2000, batch_size 100, optimizer rmsprop==========
==========Running script at 2025-12-25 21:29:27, seed 42, iters 2000, batch_size 100, optimizer rmsprop==========
tai729e03 509.77 448878.0 1.0 448877.0000
==========Running script at 2025-12-25 21:38:49, seed 42, iters 2000, batch_size 100, optimizer rmsprop==========
==========Running script at 2025-12-25 21:40:13, seed 42, iters 2000, batch_size 100, optimizer rmsprop==========
==========Running script at 2025-12-25 21:40:33, seed 42, iters 2000, batch_size 100, optimizer rmsprop==========
==========Running script at 2025-12-25 21:45:21, seed 42, iters 2000, batch_size 100, optimizer rmsprop==========
tai729e03 509.76 443790.0 1.0 443789.0000
==========Running script at 2025-12-25 22:00:50, seed 42, iters 2000, batch_size 800, optimizer rmsprop==========
==========Running script at 2025-12-25 22:01:01, seed 42, iters 2000, batch_size 500, optimizer rmsprop==========
==========Running script at 2025-12-25 22:04:15, seed 42, iters 2000, batch_size 100, optimizer rmsprop==========
==========Running script at 2025-12-25 22:12:15, seed 42, iters 2000, batch_size 1, optimizer rmsprop==========
==========Running script at 2025-12-25 22:12:43, seed 42, iters 2000, batch_size 1, optimizer rmsprop==========
tai729e01 62.31 923574.0 1.0 923573.0000
==========Running script at 2025-12-25 22:13:53, seed 42, iters 2000, batch_size 1, optimizer rmsprop==========
==========Running script at 2025-12-25 22:14:12, seed 42, iters 2000, batch_size 1, optimizer rmsprop==========
==========Running script at 2025-12-25 22:14:53, seed 42, iters 2000, batch_size 1, optimizer rmsprop==========
==========Running script at 2025-12-25 22:15:12, seed 42, iters 2000, batch_size 10, optimizer rmsprop==========
tai729e01 77.53 857098.0 1.0 857097.0000
==========Running script at 2025-12-25 22:16:50, seed 42, iters 2000, batch_size 10, optimizer rmsprop==========
==========Running script at 2025-12-25 22:17:59, seed 42, iters 2000, batch_size 10, optimizer rmsprop==========
tai729e01 77.42 736928.0 1.0 736927.0000
==========Running script at 2025-12-25 22:19:44, seed 42, iters 2000, batch_size 10, optimizer rmsprop==========
==========Running script at 2025-12-25 22:26:00, seed 42, iters 2000, batch_size 10, optimizer rmsprop==========
tai729e01 84.21 471040.0 1.0 471039.0000
tai729e02 83.92 460030.0 1.0 460029.0000
==========Running script at 2025-12-25 22:29:00, seed 42, iters 5000, batch_size 500, optimizer rmsprop==========
els19 3.29 22307658.0 17212548 0.2960
els19 3.24 22307658.0 17212548 0.2960
els19 3.16 22307658.0 17212548 0.2960
els19 4.70 22111162.0 17212548 0.2846
els19 4.70 22111162.0 17212548 0.2846
els19 3.19 17761234.0 17212548 0.0319
els19 3.32 17961050.0 17212548 0.0435
els19 3.22 17938112.0 17212548 0.0422
els19 3.20 17961050.0 17212548 0.0435
els19 3.30 17541880.0 17212548 0.0191
els19 3.29 17541880.0 17212548 0.0191
nug30 10.03 6134.0 6124 0.0016
nug30 3.54 6134.0 6124 0.0016
nug30 3.54 6124.0 6124 0.0000
els19 3.32 17548152.0 17212548 0.0195
==========Running script at 2025-12-25 22:39:04, seed 42, iters 5000, batch_size 50, optimizer rmsprop==========
lipa90a 132.14 363263.0 360630 0.0073
==========Running script at 2025-12-25 22:51:52, seed 42, iters 5000, batch_size 50, optimizer rmsprop==========
==========Running script at 2025-12-25 22:53:14, seed 42, iters 5000, batch_size 50, optimizer rmsprop==========
==========Running script at 2025-12-25 22:54:02, seed 42, iters 5000, batch_size 50, optimizer rmsprop==========
bl100 29.50 28.02 8792.0 1.0 8791.0000
bl121 49.54 47.84 10994.0 1.0 10993.0000
bl144 73.73 71.69 13196.0 1.0 13195.0000
bur26a 8.80 6.70 5436998.0 5426670 0.0019
bur26b 2.41 1.29 3828150.0 3817852 0.0027
bur26c 2.38 1.27 5449961.5 5426795 0.0043
bur26d 2.46 1.31 3840521.5 3821225 0.0050
bur26e 2.39 1.28 5412582.0 5386879 0.0048
bur26f 2.44 1.32 3807147.0 3782044 0.0066
bur26g 2.38 1.27 10181009.0 10117172 0.0063
bur26h 2.38 1.27 7158462.0 7098658 0.0084
chr12a 8.39 6.29 9552.0 9552 0.0000
chr12b 2.26 1.18 9742.0 9742 0.0000
chr12c 2.24 1.15 11156.0 11156 0.0000
chr15a 8.55 6.42 9896.0 9896 0.0000
chr15b 2.25 1.15 7990.0 7990 0.0000
chr15c 2.30 1.20 9504.0 9504 0.0000
chr18a 8.66 6.56 12210.0 11098 0.1002
chr18b 2.36 1.24 1534.0 1534 0.0000
chr20a 8.54 6.50 2424.0 2192 0.1058
chr20b 2.31 1.21 2378.0 2298 0.0348
chr20c 2.33 1.24 14142.0 14142 0.0000
chr22a 8.73 6.63 6476.0 6156 0.0520
chr22b 2.34 1.20 6646.0 6194 0.0730
chr25a 8.26 6.13 4170.0 3796 0.0985
ci100 29.51 28.04 539416961.0 1.0 539416960.0000
ci121 49.50 47.81 679133794.0 1.0 679133793.0000
ci144 73.80 71.77 835416224.0 1.0 835416223.0000
els19 2.32 1.21 17548152.0 17212548 0.0195
esc128 63.98 61.12 64.0 64 0.0000
esc16a 8.08 5.98 68.0 68 0.0000
esc16b 2.29 1.20 292.0 292 0.0000
esc16c 2.24 1.15 160.0 160 0.0000
esc16d 2.23 1.14 16.0 16 0.0000
esc16e 2.28 1.19 28.0 28 0.0000
esc16f 2.22 1.14 0.0 0 nan
esc16g 2.23 1.15 26.0 26 0.0000
esc16h 2.26 1.15 996.0 996 0.0000
esc16i 2.29 1.15 14.0 14 0.0000
esc16j 2.26 1.17 8.0 8 0.0000
esc32a 8.92 6.79 132.0 1.0 131.0000
esc32b 2.52 1.41 168.0 1.0 167.0000
esc32c 2.55 1.40 642.0 1.0 641.0000
esc32d 2.54 1.40 200.0 1.0 199.0000
esc32e 2.52 1.41 2.0 2 0.0000
esc32g 2.53 1.40 6.0 6 0.0000
esc32h 2.51 1.40 438.0 1.0 437.0000
esc64a 11.96 9.67 116.0 1.0 115.0000
had12 2.25 1.15 1652.0 1652 0.0000
had14 8.38 6.29 2724.0 2724 0.0000
had16 2.24 1.16 3720.0 3720 0.0000
had18 2.33 1.22 5358.0 5358 0.0000
had20 2.30 1.21 6922.0 6922 0.0000
kra30a 2.48 1.35 88900.0 88900 0.0000
kra30b 2.50 1.37 91580.0 91420 0.0018
kra32 2.54 1.42 89500.0 88900 0.0067
lipa20a 2.32 1.23 3683.0 3683 0.0000
lipa20b 2.30 1.25 27076.0 27076 0.0000
lipa30a 2.48 1.34 13178.0 13178 0.0000
lipa30b 2.49 1.34 151426.0 151426 0.0000
lipa40a 9.18 7.00 31937.0 31538 0.0127
lipa40b 3.16 2.03 476581.0 476581 0.0000
lipa50a 10.92 8.68 62797.0 62093 0.0113
lipa50b 4.23 3.04 1210244.0 1210244 0.0000
lipa60a 5.44 4.23 108316.0 107218 0.0102
lipa60b 5.46 4.22 2520135.0 2520135 0.0000
lipa70a 11.53 10.24 171308.0 169755 0.0091
lipa70b 11.78 10.45 4603200.0 4603200 0.0000
lipa80a 14.52 13.19 255270.0 253195 0.0082
lipa80b 14.71 13.38 7763962.0 7763962 0.0000
